,title,genre,language,awards,metascore,boxoffice,production,imdbrating,imdbvotes,imdbid
772,Sweetheart,"Horror, Sci-Fi, Thriller",English,1 win & 2 nominations.,N/A,N/A,Blumhouse,5.7,"3,851",tt6560164
773,Avengers: Infinity War,"Action, Adventure, Sci-Fi",English,Nominated for 1 Oscar. Another 44 wins & 71 nominations.,68,"$664,987,816",Walt Disney Pictures,8.5,"754,875",tt4154756
774,John Mulaney: The Comeback Kid,Comedy,English,N/A,N/A,N/A,Netflix,7.9,"5,625",tt5069564
775,Creep 2,"Horror, Thriller",English,2 wins & 1 nomination.,75,N/A,The Orchard,6.4,"15,832",tt3654796
776,Garfunkel and Oates: Trying to Be Special,Comedy,English,N/A,N/A,N/A,N/A,7.4,635,tt5602318
777,Lo and Behold: Reveries of the Connected World,Documentary,English,2 wins & 1 nomination.,76,"$594,452",Saville Productions,7.0,"11,387",tt5275828
778,Jacob's Ladder,"Drama, Horror, Mystery",English,3 wins.,62,N/A,Tri Star,7.5,"94,361",tt0099871
779,Mr. Church,"Comedy, Drama",English,3 nominations.,37,"$685,143",Envision Media Arts,7.6,"24,223",tt4196848
780,Bright,"Action, Crime, Fantasy, Sci-Fi, Thriller","English, Spanish",1 win & 7 nominations.,29,N/A,Netflix,6.3,"158,434",tt5519340
781,Bird Box,"Drama, Horror, Sci-Fi",English,5 wins & 7 nominations.,51,N/A,Netflix,6.6,"248,997",tt2737304
782,What Still Remains,"Drama, Thriller",English,N/A,N/A,N/A,Gravitas Ventures,4.6,"1,616",tt6013156
783,Figures of Speech,"Animation, Documentary, Short",English,N/A,N/A,N/A,N/A,6.8,12,tt0332051
785,White Girl,"Crime, Drama",English,1 win & 3 nominations.,65,"$198,493",Killer Films,5.7,"8,511",tt4129870
786,Yoga Hosers,"Action, Comedy, Fantasy, Horror, Thriller","English, French, German",1 nomination.,23,N/A,Invincible Pictures,4.3,"11,313",tt3838992
787,Miss Me This Christmas,"Comedy, Romance",English,N/A,N/A,N/A,Pokeprod,4.2,413,tt7281126
789,Miss Stevens,"Comedy, Drama",English,1 win & 2 nominations.,65,"$3,858",Beachside Films,6.6,"4,392",tt2693580
790,Total Frat Movie,Comedy,English,N/A,N/A,N/A,Emerge Entertainment,4.3,693,tt3879074
791,Some Freaks,"Comedy, Drama, Romance",English,9 wins & 5 nominations.,67,N/A,N/A,6.2,"1,638",tt3283864
792,Mike Epps: Don't Take It Personal,Comedy,English,N/A,N/A,N/A,Netflix,4.3,210,tt5339586
793,Ronny Chieng: Asian Comedian Destroys America,Comedy,English,N/A,N/A,N/A,N/A,7.4,"1,571",tt11248800
795,Burlesque,"Drama, Music, Musical, Romance",English,Won 1 Golden Globe. Another 5 wins & 19 nominations.,47,"$39,440,655",Sony Pictures/Screen Gems,6.4,"73,911",tt1126591
796,Dragons: Dawn of the Dragon Racers,"Animation, Short, Adventure, Comedy, Family, Fantasy",English,2 nominations.,N/A,N/A,DreamWorks Animation,7.0,"1,837",tt4191768
797,Kill the Messenger,"Biography, Crime, Drama, Mystery, Thriller",English,3 wins & 6 nominations.,60,"$2,445,646",Focus Features,6.9,"42,739",tt1216491
798,Springsteen on Broadway,"Documentary, Music",English,Won 1 Primetime Emmy. Another 1 nomination.,N/A,N/A,Netflix,8.5,"1,608",tt8716334
799,Barry,"Action, Comedy, Crime, Drama",English,Nominated for 6 Golden Globes. Another 21 wins & 79 nominations.,N/A,na,na,8.3,"35,459",tt5348176
800,Sister Cities,Drama,English,N/A,N/A,N/A,Lifetime,6.9,"1,171",tt4795692
801,F.R.E.D.I.,"Adventure, Family, Sci-Fi",N/A,7 wins & 11 nominations.,N/A,N/A,Collusion Films,5.1,714,tt6146590
802,Blackway,Thriller,English,N/A,N/A,N/A,N/A,5.3,"8,427",tt4061010
803,Brave New Jersey,Comedy,English,4 wins.,45,"$14,105",Gravitas Ventures,5.3,417,tt4660172
804,Christmas Inheritance,"Comedy, Drama",English,N/A,N/A,N/A,Netflix,5.7,"8,243",tt7608534
805,Discovering Bigfoot,Documentary,English,N/A,N/A,N/A,Reality Entertainment,3.9,552,tt7058016
806,Pottersville,Comedy,English,N/A,N/A,N/A,Wing and a Prayer Pictures,5.3,"3,325",tt3672120
807,Under an Arctic Sky,"Documentary, Short, Adventure, Sport","Icelandic, English",1 win.,N/A,N/A,Burkard Studio,7.0,"1,290",tt6680858
808,At All Costs,"Documentary, Sport",English,N/A,N/A,N/A,New Man Media,6.5,346,tt3800222
809,6 Underground,"Action, Comedy, Thriller","English, Turkmen, Cantonese, Italian, Spanish, Ukrainian, French",2 nominations.,41,N/A,Netflix,6.1,"107,281",tt8106534
810,Judd Apatow: The Return,Comedy,English,N/A,N/A,N/A,Netflix,6.2,"1,131",tt7738550
811,The Short Game,"Documentary, Sport","English, French",4 wins & 3 nominations.,51,"$38,856",IDP/Samuel goldwyn Films,7.4,"1,231",tt2466830
812,The Hatred,"Drama, Horror, Mystery, Thriller",English,1 nomination.,N/A,N/A,N/A,3.6,"1,958",tt6089700
813,Asperger's Are Us,"Documentary, Comedy, Drama",English,1 nomination.,N/A,N/A,Duplass Brothers,6.7,541,tt4109268
814,The Ridiculous 6,"Comedy, Western",English,N/A,18,N/A,Netflix,4.8,"41,246",tt2479478
815,Michelle Wolf: Joke Show,Comedy,English,N/A,N/A,N/A,N/A,7.1,574,tt11269704
816,Susanne Bartsch: On Top,"Documentary, Biography",English,1 win.,71,N/A,The Orchard,6.9,121,tt5537600
817,A Cinderella Story: Christmas Wish,"Comedy, Family, Fantasy, Music, Romance",English,N/A,N/A,N/A,N/A,5.2,"3,187",tt10326928
818,Cut Bank,"Crime, Drama, Thriller",English,2 wins & 3 nominations.,44,N/A,A24 and DIRECTV,6.0,"10,310",tt1661820
819,The Tribes of Palos Verdes,Drama,English,1 win.,49,N/A,IFC Films,5.8,"1,991",tt1507571
820,The Little Mermaid,"Animation, Family, Fantasy, Musical, Romance","English, French",Won 2 Oscars. Another 10 wins & 8 nominations.,88,N/A,Walt Disney Pictures,7.6,"225,777",tt0097757
821,A StoryBots Christmas,"Short, Family, Fantasy, Musical",English,2 wins & 4 nominations.,N/A,N/A,JibJab Media,5.6,105,tt7018722
822,Voyeur,Documentary,English,N/A,59,N/A,Netflix,6.2,"4,009",tt7588790
823,Across Grace Alley,"Short, Drama, Music",English,1 win & 1 nomination.,N/A,N/A,N/A,7.1,89,tt2813432
824,Natural Selection,"Drama, Thriller",English,1 win.,N/A,N/A,ITN Distribution,5.1,"1,751",tt3667792
825,Rainbow Time,"Comedy, Drama",English,N/A,55,N/A,Duplass Brothers,5.9,511,tt5167174
826,My Little Pony: Equestria Girls - Friendship Games,"Animation, Family, Fantasy, Musical",English,1 win & 3 nominations.,N/A,N/A,DHX Media,6.5,"1,437",tt4450396
827,Kung Fu Panda Holiday,"Animation, Short, Comedy, Family",English,6 wins & 3 nominations.,N/A,N/A,N/A,6.8,"5,028",tt1702433
828,Rocko's Modern Life: Static Cling,"Animation, Action, Adventure, Comedy, Family",English,N/A,N/A,N/A,N/A,7.0,"2,936",tt6172460
829,Black Site Delta,Action,English,N/A,N/A,N/A,Xlrator Media,3.8,845,tt5667516
830,Judy Moody and the Not Bummer Summer,"Comedy, Family",English,1 win & 4 nominations.,37,"$15,000,994",Relativity Media,4.2,"2,783",tt1547230
831,St. Agatha,"Horror, Thriller",English,1 win.,63,N/A,Uncork&#39;d Entertainment,5.1,"4,581",tt6182078
832,The Pursuit,Documentary,English,N/A,N/A,N/A,N/A,5.7,115,tt9153882
833,Theo Von: No Offense,"Documentary, Comedy",English,N/A,N/A,N/A,Netflix,5.6,608,tt5066564
834,The Black Room,"Comedy, Horror",English,N/A,N/A,N/A,Cleopatra Entertainment,3.3,"2,319",tt5431600
835,Brent Morin: I'm Brent Morin,Comedy,English,N/A,N/A,N/A,N/A,6.6,485,tt5280664
836,Jim Jefferies: BARE,Comedy,English,N/A,N/A,N/A,Netflix,8.1,"4,469",tt3958494
837,Professor Mack,Romance,English,N/A,N/A,N/A,N/A,N/A,N/A,tt6052206
838,Sebastian Maniscalco: Why Would You Do That?,Comedy,English,N/A,N/A,N/A,N/A,7.3,708,tt6295304
839,Lego Marvel Super Heroes: Avengers Reassembled,"Animation, Short, Action, Adventure, Comedy, Sci-Fi",English,N/A,N/A,N/A,N/A,6.2,565,tt5371572
840,David Cross: Making America Great Again,Comedy,English,N/A,N/A,N/A,N/A,6.5,"1,449",tt5943936
841,Icarus,"Documentary, Sport, Thriller","English, Russian",Won 1 Oscar. Another 7 wins & 13 nominations.,68,N/A,Netflix,7.9,"33,314",tt6333060
842,Like Father,"Comedy, Drama",English,N/A,52,N/A,Netflix,6.1,"16,888",tt7170950
843,Expo,"Action, Crime, Drama",English,N/A,N/A,N/A,N/A,2.4,258,tt6830716
844,Falling Inn Love,"Comedy, Romance",English,N/A,N/A,N/A,N/A,5.6,"12,073",tt9860728
845,Inequality for All,Documentary,English,2 wins & 5 nominations.,68,"$1,205,079",Radius-TWC,8.0,"6,419",tt2215151
847,Ryan Hamilton: Happy Face,"Documentary, Comedy",English,N/A,N/A,N/A,Netflix,7.3,694,tt6892378
848,Travis Scott: Look Mom I Can Fly,"Documentary, Music",English,N/A,N/A,N/A,N/A,6.3,"2,688",tt10856726
849,3 Generations,Drama,"English, Spanish",1 nomination.,47,"$66,371",The Weinstein Company,5.9,"5,441",tt4158624
850,Dave Chappelle: Sticks & Stones,Comedy,English,2 nominations.,N/A,N/A,Netflix,8.5,"18,977",tt10810424
851,Buster's Mal Heart,"Drama, Mystery, Thriller","English, Spanish",3 nominations.,63,"$72,622",Well Go USA Entertainment,6.1,"6,878",tt5173032
853,XOXO,"Drama, Music",English,N/A,N/A,N/A,Netflix,5.3,"6,255",tt4855748
854,One Last Thing,Drama,English,N/A,N/A,N/A,Fathom Events,6.2,333,tt5327410
856,Maria Bamford: The Special Special Special!,Comedy,English,N/A,N/A,N/A,N/A,7.1,431,tt2546038
857,Death Note,"Animation, Crime, Drama, Fantasy, Mystery, Thriller",Japanese,2 wins.,N/A,na,na,9.0,"203,634",tt0877057
858,FANatic,Thriller,English,1 win & 2 nominations.,N/A,N/A,Incendo Productions,4.3,320,tt5858580
859,The After Party,"Comedy, Music",N/A,N/A,N/A,N/A,Netflix,5.8,"3,337",tt3960240
860,Feel Rich: Health Is the New Wealth,Documentary,English,N/A,N/A,N/A,Xlrator Media,6.4,173,tt6285404
861,Lynne Koplitz: Hormonal Beast,Comedy,English,N/A,N/A,N/A,Netflix,6.1,320,tt6892388
862,Camera Store,Drama,English,N/A,N/A,N/A,Provocator,5.6,"1,467",tt4651666
863,Concussion,"Biography, Drama, Sport",English,Nominated for 1 Golden Globe. Another 4 wins & 15 nominations.,55,"$23,268,108",Sony Pictures,7.1,"82,004",tt3322364
864,Emelie,"Horror, Thriller",English,3 nominations.,62,N/A,Uncorked Productions,5.4,"12,637",tt4503598
865,Lavell Crawford: Can a Brother Get Some Love,"Documentary, Comedy",English,N/A,N/A,N/A,eOne Entertainment Distribution,7.1,179,tt2084872
866,I'll Sleep When I'm Dead,"Crime, Drama, Mystery, Thriller",English,1 nomination.,56,"$212,359",Paramount Classics,5.8,"8,142",tt0319531
867,Undefeated,"Documentary, Sport",English,Won 1 Oscar. Another 3 wins & 8 nominations.,71,"$561,054",The Weinstein Company,7.7,"6,558",tt1860355
868,Same Kind of Different as Me,"Biography, Drama",English,1 win & 1 nomination.,47,"$6,410,279",Paramount Pictures / Pure Flix,6.6,"5,315",tt1230168
870,Selfless,Thriller,English,4 wins.,N/A,N/A,N/A,4.4,54,tt1001549
871,Sextuplets,Comedy,English,N/A,21,N/A,Netflix,4.4,"6,064",tt8976710
872,Wish I Was Here,"Comedy, Drama",English,6 nominations.,43,N/A,Focus Features,6.7,"35,603",tt2870708
873,Hostiles,"Drama, Western","English, Cheyenne, French",4 wins & 7 nominations.,65,"$29,472,340",Entertainment Studios Motion Pictures,7.2,"62,522",tt5478478
874,Hurricane Bianca: From Russia with Hate,Comedy,English,N/A,N/A,N/A,N/A,4.7,"1,924",tt6113122
875,Brad Paisley's Comedy Rodeo,Comedy,English,N/A,N/A,N/A,N/A,5.6,115,tt6794448
876,Colin Quinn: Unconstitutional,Comedy,English,N/A,N/A,N/A,N/A,7.1,307,tt4392266
877,The Outcasts,Comedy,English,N/A,47,N/A,BCDF Pictures,5.5,"3,324",tt2597760
878,Demetri Martin: Live (At the Time),"Documentary, Comedy",English,N/A,N/A,N/A,Netflix,7.3,"1,746",tt4512714
879,Calum Von Moger: Unbroken,Documentary,English,N/A,N/A,N/A,N/A,6.3,412,tt10308686
880,13 Cameras,"Crime, Drama, Horror, Thriller",English,1 win.,41,N/A,N/A,5.1,"4,304",tt4392454
882,Naked,"Comedy, Drama",English,8 wins & 7 nominations.,84,N/A,New Line Cinema,7.8,"32,013",tt0107653
883,Jim Gaffigan: Mr. Universe,"Documentary, Comedy",English,N/A,N/A,N/A,N/A,7.8,"3,021",tt2273321
884,Jim Gaffigan: Obsessed,"Documentary, Comedy",English,1 win.,N/A,N/A,N/A,7.6,"1,772",tt3481550
885,The Package,"Comedy, Thriller",English,1 win & 2 nominations.,N/A,N/A,Netflix,5.5,"12,157",tt7525778
886,Zion,"Documentary, Short, Sport",English,9 wins & 2 nominations.,N/A,N/A,N/A,7.2,777,tt7820962
887,Demonic,"Horror, Thriller",English,1 nomination.,N/A,N/A,Gatlin Pictures,5.3,"12,591",tt1841642
888,The Saint,"Action, Adventure, Romance, Sci-Fi, Thriller","English, Russian",1 win & 2 nominations.,50,N/A,Paramount,6.2,"60,075",tt0120053
889,Running Out of Time,"Action, Crime, Drama, Thriller","Cantonese, English",4 wins & 8 nominations.,N/A,N/A,Tai Seng,7.4,"5,142",tt0216165
890,Being Napoleon,Documentary,"English, French",N/A,N/A,N/A,N/A,5.5,38,tt8841814
891,Chernobyl Diaries,"Horror, Mystery, Thriller","English, Ukrainian, Russian",1 nomination.,N/A,"$18,100,000",Warner Bros. Pictures,5.0,"62,338",tt1991245
892,Flock of Four,"Adventure, Comedy, Drama, History, Music",English,N/A,48,N/A,Abramorama,6.9,68,tt6060208
893,The Diabolical,"Horror, Sci-Fi",English,N/A,25,N/A,N/A,4.7,"5,056",tt3603808
894,A Sort of Homecoming,Drama,English,4 wins & 2 nominations.,N/A,N/A,N/A,6.3,178,tt3303652
895,All Hallows' Eve,"Horror, Thriller",English,N/A,N/A,N/A,Kphat Productions,5.0,"5,247",tt2900624
896,Annabelle Hooper and the Ghosts of Nantucket,"Adventure, Family, Mystery",English,N/A,N/A,N/A,Angelina Pictures,5.6,536,tt3032060
897,Jessica Darling's It List,Family,English,N/A,N/A,N/A,N/A,5.4,723,tt5213744
898,Opening Night,Drama,English,Nominated for 2 Golden Globes. Another 2 wins & 1 nomination.,69,N/A,Faces Distributing Corporation,8.0,"8,121",tt0079672
899,Apex: The Story of the Hypercar,Documentary,"German, French, Swedish, English",N/A,N/A,N/A,N/A,7.4,"1,441",tt4325400
900,Movie 43,Comedy,English,4 wins & 5 nominations.,18,"$8,700,000",Relativity Media,4.3,"96,116",tt1333125
901,The Basement,Horror,English,1 win & 1 nomination.,27,N/A,N/A,4.9,"2,906",tt6118340
902,The Tiger Hunter,Comedy,English,N/A,66,"$39,553",Sneaky Sneaky Films,5.7,630,tt3853830
903,Hush,"Horror, Thriller","English, American Sign Language",2 wins & 7 nominations.,67,N/A,Intrepid Pictures,6.6,"90,828",tt5022702
904,Win It All,Comedy,English,N/A,77,N/A,Netflix,6.2,"7,476",tt3155328
905,6 Balloons,Drama,English,1 nomination.,66,N/A,Netflix,5.8,"3,222",tt6142496
906,Amateur,"Comedy, Crime, Drama, Thriller",English,1 win & 2 nominations.,53,N/A,Sony Pictures Home Entertainment,6.9,"5,280",tt0109093
907,"Ram Dass, Going Home","Documentary, Short",English,1 nomination.,N/A,N/A,N/A,7.0,567,tt6089564
908,Seth Rogen's Hilarity for Charity,"Documentary, Comedy",English,N/A,N/A,N/A,N/A,5.0,"1,958",tt8178116
909,The Eyes of My Mother,"Drama, Horror","English, Portuguese",5 wins & 13 nominations.,63,"$25,981",Magnet Releasing,6.2,"10,511",tt5225338
910,Alien Warfare,"Action, Sci-Fi",English,N/A,N/A,N/A,N/A,2.5,"2,260",tt9562694
911,Backfire,"Crime, Film-Noir, Mystery, Romance, Thriller",English,1 nomination.,N/A,N/A,Warner Bros.,6.6,957,tt0042219
912,Unicorn Store,"Comedy, Drama, Fantasy",English,2 nominations.,44,N/A,N/A,5.5,"15,627",tt2338454
913,Behind the Curtain: Todrick Hall,Documentary,English,N/A,N/A,N/A,N/A,7.1,191,tt6171960
914,Anthony Jeselnik: Fire in the Maternity Ward,Comedy,English,N/A,N/A,N/A,Netflix,7.1,"2,166",tt10050780
915,Honey: Rise Up and Dance,"Drama, Music",English,N/A,N/A,N/A,Universal Pictures Home Entertainment,5.1,535,tt7021508
916,Rodney King,"Comedy, Drama",English,1 nomination.,74,N/A,Netflix,5.5,430,tt6624312
917,Candy Jar,Comedy,English,N/A,N/A,N/A,Netflix,5.8,"3,857",tt6744044
918,The Week Of,Comedy,English,N/A,41,N/A,Netflix,5.1,"16,219",tt6821012
919,Season of the Witch,"Action, Adventure, Fantasy","English, Latin",2 nominations.,28,"$24,800,000",Relativity Media,5.4,"87,869",tt0479997
920,Kickboxer: Retaliation,"Action, Drama",English,N/A,54,N/A,Well Go USA Entertainment,5.0,"4,011",tt5208950
921,Shattered Memories,"Crime, Thriller",English,N/A,N/A,N/A,N/A,4.2,178,tt8678108
922,Bill Nye: Science Guy,Documentary,English,1 nomination.,73,"$22,786",PBS Distribution,6.0,915,tt4853154
923,Vir Das: Abroad Understanding,Comedy,English,N/A,N/A,N/A,Netflix,6.8,"1,351",tt6822400
924,Kevin James: Never Don't Give Up,Comedy,English,N/A,N/A,N/A,Netflix,6.1,"1,126",tt8324578
925,Secrets of Althorp: The Spencers,Documentary,English,N/A,N/A,N/A,N/A,7.7,16,tt6959558
926,Secrets of Selfridges,"Documentary, Biography, History",English,N/A,N/A,N/A,N/A,7.2,42,tt3865930
927,Sand Castle,"Drama, War","English, Arabic",N/A,45,N/A,Netflix,6.3,"17,018",tt2582576
928,Tramps,"Comedy, Romance",English,N/A,76,N/A,Netflix,6.5,"3,921",tt4991512
929,Dude,"Comedy, Drama",English,N/A,N/A,N/A,Netflix,5.1,"5,653",tt3458510
930,Mac,Drama,"English, Polish, Italian",1 win & 2 nominations.,N/A,N/A,Sony Pictures Home Entertainment,6.4,824,tt0104783
931,Boy Bye,"Drama, Romance",English,N/A,N/A,N/A,N/A,5.3,359,tt6283780
932,Kevin Hart: Irresponsible,Comedy,English,N/A,N/A,N/A,Netflix,6.4,"2,898",tt10009796
933,Good Kill,"Drama, Thriller, War",English,1 nomination.,63,N/A,IFC Films,6.4,"21,822",tt3297330
934,Brampton's Own,Drama,English,N/A,N/A,N/A,N/A,5.2,283,tt6185692
935,Someone Great,"Comedy, Romance",English,N/A,63,N/A,Netflix,6.2,"14,869",tt8075260
936,"The Mayo Clinic, Faith, Hope and Science","Documentary, History",English,N/A,N/A,N/A,N/A,8.1,189,tt8946352
938,Bigger Fatter Liar,"Adventure, Comedy, Family",English,1 win & 1 nomination.,N/A,N/A,Universal 1440 Entertainment,4.0,661,tt5846744
939,Lucas Brothers: On Drugs,Comedy,English,N/A,N/A,N/A,Netflix,5.4,730,tt6218048
940,Chris D'Elia: Incorrigible,"Documentary, Comedy",English,N/A,N/A,N/A,N/A,6.5,"1,108",tt4624852
941,21,"Crime, Drama, History, Thriller",English,1 win & 5 nominations.,48,"$81,159,365",Sony/Columbia Pictures,6.8,"221,247",tt0478087
942,Jonathan,"Drama, Sci-Fi",English,2 wins & 1 nomination.,62,N/A,Well Go USA Entertainment,5.9,"4,755",tt5639446
943,The Creative Brain,Documentary,English,N/A,N/A,N/A,N/A,6.3,355,tt10338308
944,Manglehorn,Drama,English,1 nomination.,56,"$63,602",IFC Films,5.6,"6,851",tt2893490
945,Band of Robbers,"Adventure, Comedy, Crime, Thriller",English,1 nomination.,57,N/A,N/A,6.0,"3,770",tt4048668
946,Prescription Thugs,Documentary,English,N/A,45,N/A,N/A,7.0,"1,928",tt4505666
947,Antidote,"Action, Crime, Drama",Turkish,N/A,N/A,N/A,N/A,7.2,"3,494",tt3345952
948,Thriller,"Crime, Drama, Horror, Mystery, Thriller",English,Nominated for 1 Primetime Emmy. Another 4 nominations.,N/A,na,na,8.2,"1,151",tt0053546
949,Sandy Wexler,Comedy,English,1 win & 2 nominations.,40,N/A,Netflix,5.1,"13,255",tt5893332
950,Come Sunday,Drama,English,N/A,65,N/A,Netflix,5.9,"1,712",tt1690967
951,Band Aid,"Comedy, Drama, Music, Romance",English,2 wins & 2 nominations.,67,"$245,140",IFC Films,6.6,"4,892",tt5816374
952,The Perfect Date,"Comedy, Romance",English,3 wins & 2 nominations.,N/A,N/A,Netflix,5.8,"27,149",tt8201170
954,Frat Star,"Comedy, Drama",English,N/A,N/A,N/A,Gravitas Ventures,3.5,434,tt5117484
956,Arthur,"Comedy, Romance",English,3 wins & 6 nominations.,36,"$29,200,000",Warner Bros.,5.7,"49,791",tt1334512
957,I Am Maris: Portrait of a Young Yogi,Documentary,English,N/A,N/A,N/A,N/A,7.0,212,tt7492818
958,The Trap,"Crime, Drama, Thriller",Serbian,9 wins & 1 nomination.,N/A,N/A,Film Movement,7.9,"8,521",tt0478813
959,The Trust,"Crime, Drama, Thriller","English, German",N/A,58,N/A,Hassell Free Production,5.4,"16,831",tt3733774
960,John Mulaney: New in Town,Comedy,English,N/A,N/A,N/A,N/A,8.2,"4,782",tt2246779
961,Locked Up,"Adult, Crime, Drama, Romance","German, English",N/A,N/A,N/A,N/A,5.0,957,tt0410006
962,Deuces,"Action, Crime, Drama",English,1 nomination.,N/A,N/A,N/A,5.9,813,tt5081606
963,Five Nights in Maine,Drama,English,2 wins & 3 nominations.,45,"$15,138",Loveless Entertainment,4.5,648,tt3352034
964,Frank and Cindy,Comedy,English,N/A,N/A,N/A,N/A,6.1,628,tt1239242
965,Iverson,"Documentary, Biography, Sport",English,N/A,N/A,N/A,N/A,7.0,"3,258",tt2088745
966,Jeremy Scott: The People's Designer,"Documentary, Biography",English,1 nomination.,N/A,"$225,000",THE VLADAR COMPANY,6.4,305,tt4005668
